RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-1068,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1069,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1070,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1071,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1072,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1074,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1075,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1076,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1077,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1078,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1079,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1081,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1085,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1086,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1088,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1089,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1092,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1094,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1097,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1099,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1103,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1104,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1106,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1109,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1113,Malmö,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1116,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1117,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1118,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1119,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1120,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1121,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1122,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1125,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1126,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1128,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1130,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1133,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1134,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1135,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1136,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1138,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1140,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1142,Ludogorets Razgrad,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1143,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1144,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1145,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1146,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1147,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1151,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1152,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1153,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1154,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1159,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1164,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1166,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1167,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1168,Dynamo Kyiv,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1180,Feyenoord,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1186,Feyenoord,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1195,Feyenoord,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1196,Feyenoord,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1199,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1200,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1201,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1202,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1203,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1205,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1207,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1208,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1209,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1210,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1216,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1217,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1222,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1224,Ferencváros,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1227,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1228,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1235,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1236,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1237,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1238,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1240,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1242,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1243,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1245,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1247,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1252,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1253,Fenerbahçe SK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1406,RCD Mallorca,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1435,Girona FC,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1521,Elche CF,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1571,Cádiz CF,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1582,Real Betis,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1628,Athletic Club,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1654,UD Almería,La Liga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1752,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1753,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1763,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1764,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1766,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1773,Estac Troyes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1776,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1777,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1784,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1790,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1791,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1792,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1794,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1800,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1801,Toulouse FC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1806,RC Strasbourg Alsace,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1814,RC Strasbourg Alsace,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1824,RC Strasbourg Alsace,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1825,RC Strasbourg Alsace,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1831,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1836,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1837,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1838,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1843,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1849,Stade de Reims,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1867,Stade Brestois 29,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1878,Stade Brestois 29,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1880,Stade Rennais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1892,Stade Rennais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1894,Stade Rennais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1908,OGC Nice,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1913,OGC Nice,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1921,OGC Nice,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1925,OGC Nice,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1943,FC Nantes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1948,FC Nantes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1949,FC Nantes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1950,FC Nantes,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1969,Montpellier HSC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1976,Montpellier HSC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1983,Montpellier HSC,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1990,Olympique Lyonnais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1991,Olympique Lyonnais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1995,Olympique Lyonnais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2009,Olympique Lyonnais,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2012,FC Lorient,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2015,FC Lorient,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2027,FC Lorient,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2029,FC Lorient,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2039,LOSC Lille,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2062,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2063,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2066,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2069,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2072,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2078,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2086,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2087,RC Lens,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2091,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2094,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2097,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2101,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2104,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2106,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2109,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2110,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2111,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2112,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2113,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2114,Clermont Foot,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2119,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2121,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2125,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2126,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2130,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-2131,Auxerre,Ligue 1,null,null,null,null,null,null,null,null,null,null,null,,,,
