RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-1621,Athletic Club,La Liga,Mercurial Superfly 8,Flyknit,Nike,Spectrum Pack,Speed,Attack,Cristiano Ronaldo,Iñigo Lekue,Right Back,Spain,€3 million,,,,
1679742361-1622,Athletic Club,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Yeray Álvarez,Center Back,Spain,€15 million,,,,
1679742361-1624,Athletic Club,La Liga,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Ander Capa,Right Back,Spain,€2 million,,,,
1679742361-1625,Athletic Club,La Liga,Mercurial Superfly VII,Flyknit,Nike,Neighborhood,Speed,Attack,Cristiano Ronaldo,Óscar de Marcos,Right Back,Spain,€2 million,,,,
1679742361-1626,Athletic Club,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Yuri Berchiche,Left Back,Spain,€2 million,,,,
1679742361-1627,Athletic Club,La Liga,Phantom VNM,Flyknit,Nike,Phantom Fire,Striking,Attack,Erling Haaland,Iñigo Martínez,Center Back,Spain,€18 million,,,,
1679742361-1631,UD Almería,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Lázaro,Left Winger,Brazil,€5 million,,,,
1679742361-1632,UD Almería,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Léo Baptistão,Supporting Striker,Brazil,€2 million,,,,
1679742361-1633,UD Almería,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Dyego Sousa,Center Forward,Portugal,€1 million,,,,
1679742361-1635,UD Almería,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,El Bilal Touré,Center Forward,Mali,€10 million,,,,
1679742361-1637,UD Almería,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Largie Ramazani,Left Winger,Belgium,€9 million,,,,
1679742361-1638,UD Almería,La Liga,Phantom GT2,Flyknit,Nike,Blueprint,null,Midfield,Erling Haaland,Marko Milovanovic,Center Forward,Serbia,€1 million,,,,
1679742361-1640,UD Almería,La Liga,Phantom GT2,Flyknit,Nike,Progress,null,Midfield,Erling Haaland,Arnau Puigmal,Central Midfielder,Spain,€2 million,,,,
1679742361-1641,UD Almería,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Samú Costa,Defensive Midfielder,Portugal,€5 million,,,,
1679742361-1642,UD Almería,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Bonded,Modern C,Defence,Virgil van Dijk,César de la Hoz,Central Midfielder,Spain,€1 million,,,,
1679742361-1643,UD Almería,La Liga,Phantom GT2,Flyknit,Nike,Shadow,null,Midfield,Erling Haaland,Iñigo Eguaras,Defensive Midfielder,Spain,€1 million,,,,
1679742361-1645,UD Almería,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Shadow,Modern C,Defence,Virgil van Dijk,Gonzalo Melero,Central Midfielder,Spain,€4 million,,,,
1679742361-1647,UD Almería,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Álex Centelles,Left Back,Spain,€1 million,,,,
1679742361-1648,UD Almería,La Liga,Phantom GT2,Flyknit,Nike,Lucent,null,Midfield,Erling Haaland,Rodrigo Ely,Center Back,Brazil,€3 million,,,,
1679742361-1649,UD Almería,La Liga,Phantom GT2 DF,Flyknit,Nike,Lucent,null,Midfield,Erling Haaland,Chumi,Center Back,Spain,€2 million,,,,
1679742361-1651,UD Almería,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Sergio Akieme,Left Back,Spain,€9 million,,,,
1679742361-1652,UD Almería,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Kaiky,Center Back,Brazil,€5 million,,,,
1679742361-1653,UD Almería,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Srdjan Babic,Center Back,Serbia,€4 million,,,,
1679742361-1659,Sevilla FC,La Liga,Phantom GT2,Flyknit,Nike,Progress,null,Midfield,Erling Haaland,Tecatito,Right Winger,Mexico,€10 million,,,,
1679742361-1667,Sevilla FC,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Nemanja Gudelj,Defensive Midfielder,Serbia,€4 million,,,,
1679742361-1671,Sevilla FC,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Loïc Badé,Center Back,France,€10 million,,,,
1679742361-1672,Sevilla FC,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Karim Rekik,Center Back,Netherlands,€4 million,,,,
1679742361-1673,Sevilla FC,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Progress,Modern C,Defence,Virgil van Dijk,Marcão,Center Back,Brazil,€10 million,,,,
1679742361-1676,Sevilla FC,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Marcos Acuña,Left Back,Argentina,€12 million,,,,
1679742361-1677,Sevilla FC,La Liga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Jesús Navas,Right Back,Spain,€3 million,,,,
1679742361-1678,Sevilla FC,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Gonzalo Montiel,Right Back,Argentina,€12 million,,,,
1679742361-1680,Sevilla FC,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Bono,Goalkeeper,Morocco,€12 million,,,,
1679742361-1681,Real Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Mariano Díaz,Center Forward,-,€3 million,,,,
1679742361-1684,Real Madrid,La Liga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Eden Hazard,Left Winger,Belgium,€5 million,,,,
1679742361-1685,Real Madrid,La Liga,Phantom GX,Gripknit,Nike,null,Control,Midfield,Erling Haaland,Rodrygo,Right Winger,Brazil,€80 million,,,,
1679742361-1687,Real Madrid,La Liga,Mercurial Vapor 14 iD,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Vinicius Junior,Left Winger,Brazil,€120 million,,,,
1679742361-1688,Real Madrid,La Liga,Phantom GX DF,Gripknit,Nike,null,Control,Midfield,Erling Haaland,Aurélien Tchouaméni,Defensive Midfielder,France,€90 million,,,,
1679742361-1690,Real Madrid,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Eduardo Camavinga,Central Midfielder,France,€60 million,,,,
1679742361-1691,Real Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Federico Valverde,Central Midfielder,Uruguay,€100 million,,,,
1679742361-1692,Real Madrid,La Liga,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Luka Modric,Central Midfielder,Croatia,€10 million,,,,
1679742361-1695,Real Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Jesús Vallejo,Center Back,Spain,€2 million,,,,
1679742361-1699,Real Madrid,La Liga,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Daniel Carvajal,Right Back,Spain,€15 million,,,,
1679742361-1703,Real Madrid,La Liga,Phantom GT2,Flyknit,Nike,Progress,null,Midfield,Erling Haaland,Andriy Lunin,Goalkeeper,Ukraine,€5 million,,,,
1679742361-1704,Real Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,Thibaut Courtois,Goalkeeper,Belgium,€60 million,,,,
1679742361-1707,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Ansu Fati,Left Winger,Spain,€35 million,,,,
1679742361-1708,FC Barcelona,La Liga,Mercurial Superfly 8,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Ousmane Dembélé,Right Winger,France,€60 million,,,,
1679742361-1709,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Robert Lewandowski,Center Forward,Poland,€40 million,,,,
1679742361-1712,FC Barcelona,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Sergio Busquets,Defensive Midfielder,Spain,€5 million,,,,
1679742361-1713,FC Barcelona,La Liga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Frenkie de Jong,Central Midfielder,Netherlands,€60 million,,,,
1679742361-1715,FC Barcelona,La Liga,Phantom GX,Gripknit,Nike,null,Control,Midfield,Erling Haaland,Gavi,Central Midfielder,Spain,€90 million,,,,
1679742361-1716,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Sergi Roberto,Right Back,Spain,€6 million,,,,
1679742361-1718,FC Barcelona,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Marcos Alonso,Left Back,Spain,€7 million,,,,
1679742361-1720,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alejandro Balde,Left Back,Spain,€30 million,,,,
1679742361-1723,FC Barcelona,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,Ronald Araújo,Center Back,Uruguay,€70 million,,,,
1679742361-1724,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Arnau Tenas,Goalkeeper,Spain,€2 million,,,,
1679742361-1728,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Yannick Carrasco,Left Winger,Belgium,€30 million,,,,
1679742361-1732,Atlético de Madrid,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Pablo Barrios,Central Midfielder,Spain,€1 million,,,,
1679742361-1733,Atlético de Madrid,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Saúl Ñíguez,Central Midfielder,Spain,€15 million,,,,
1679742361-1737,Atlético de Madrid,La Liga,Phantom VNM,Flyknit,Nike,null,Striking,Attack,Erling Haaland,Geoffrey Kondogbia,Defensive Midfielder,Central African Rep.,€20 million,,,,
1679742361-1738,Atlético de Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,Marcos Llorente,Central Midfielder,Spain,€35 million,,,,
1679742361-1740,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Matt Doherty,Right Back,Ireland,€12 million,,,,
1679742361-1741,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Reinildo Mandava,Left Back,Mozambique,€25 million,,,,
1679742361-1744,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Nahuel Molina,Right Back,Argentina,€22 million,,,,
1679742361-1746,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,José María Giménez,Center Back,Uruguay,€40 million,,,,
1679742361-1768,Estac Troyes,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Jackson Porozo,Center Back,Ecuador,€3 million,,,,
1679742361-1769,Estac Troyes,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Yasser Larouci,Left Back,France,€3 million,,,,
1679742361-1771,Estac Troyes,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Adil Rami,Center Back,France,€0 million,,,,
1679742361-1772,Estac Troyes,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Erik Palmer-Brown,Center Back,United States,€3 million,,,,
1679742361-1779,Toulouse FC,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Veljko Birmancevic,Left Winger,Serbia,€4 million,,,,
1679742361-1780,Toulouse FC,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Ado Onaiwu,Center Forward,Japan,€2 million,,,,
1679742361-1782,Toulouse FC,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Spectrum Pack,Speed,Attack,Cristiano Ronaldo,Rafael Ratão,Left Winger,Brazil,€3 million,,,,
1679742361-1785,Toulouse FC,Ligue 1,Phantom VNM,Flyknit,Nike,null,Striking,Attack,Erling Haaland,Theocharis Tsingaras,Central Midfielder,Greece,€2 million,,,,
1679742361-1793,Toulouse FC,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Logan Costa,Center Back,Cape Verde,€0 million,,,,
1679742361-1795,Toulouse FC,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Recharge,Speed,Attack,Cristiano Ronaldo,Mikkel Desler,Right Back,Denmark,€3 million,,,,
1679742361-1796,Toulouse FC,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Rasmus Nicolaisen,Center Back,Denmark,€5 million,,,,
1679742361-1797,Toulouse FC,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Black,Speed,Attack,Cristiano Ronaldo,Moussa Diarra,Left Back,Mali,€1 million,,,,
1679742361-1805,RC Strasbourg Alsace,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Habib Diarra,Defensive Midfielder,France,€3 million,,,,
1679742361-1807,RC Strasbourg Alsace,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Progress,Modern C,Defence,Virgil van Dijk,Sanjin Prcic,Central Midfielder,-,€4 million,,,,
1679742361-1809,RC Strasbourg Alsace,Ligue 1,Phantom GT2,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Morgan Sanson,Central Midfielder,France,€6 million,,,,
1679742361-1811,RC Strasbourg Alsace,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Nordine Kandil,Attacking Midfielder,France,€0 million,,,,89
1679742361-1812,RC Strasbourg Alsace,Ligue 1,Phantom GT2 DF,Flyknit,Nike,null,null,Midfield,Erling Haaland,Jean-Ricner Bellegarde,Central Midfielder,France,€8 million,,,,
1679742361-1819,RC Strasbourg Alsace,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Shadow,Speed,Attack,Cristiano Ronaldo,Frédéric Guilbert,Right Back,France,€5 million,,,,
1679742361-1823,RC Strasbourg Alsace,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alexander Djiku,Center Back,Ghana,€8 million,,,,
1679742361-1827,RC Strasbourg Alsace,Ligue 1,Tiempo Legend VIII,K Leather / Flyknit,Nike,Spectrum Pack,Heritage,Defence,Virgil van Dijk,Matz Sels,Goalkeeper,Belgium,€8 million,,,,
1679742361-1828,Stade de Reims,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Arbër Zeneli,Left Winger,Kosovo,€4 million,,,,
1679742361-1835,Stade de Reims,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Folarin Balogun,Center Forward,England,€14 million,,,,
1679742361-1842,Stade de Reims,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Jens Cajuste,Defensive Midfielder,Sweden,€5 million,,,,
1679742361-1844,Stade de Reims,Ligue 1,Phantom GT DF,null,Nike,Daybreak Pack,Control,null,Erling Haaland,Thibault De Smet,Left Back,Belgium,€0 million,,,,
1679742361-1846,Stade de Reims,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Maxime Busi,Right Back,Belgium,€3 million,,,,
1679742361-1851,Stade de Reims,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Nicolas Penneteau,Goalkeeper,France,€0 million,,,,
1679742361-1856,Stade Brestois 29,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Franck Honorat,Right Winger,France,€9 million,,,,
1679742361-1857,Stade Brestois 29,Ligue 1,Mercurial Vapor XII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Alberth Elis,Right Winger,Honduras,€4 million,,,,
1679742361-1859,Stade Brestois 29,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Steve Mounié,Center Forward,Benin,€6 million,,,,
1679742361-1860,Stade Brestois 29,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Mahdi Camara,Central Midfielder,France,€4 million,,,,
1679742361-1873,Stade Brestois 29,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Kenny Lala,Right Back,France,€2 million,,,,
1679742361-1882,Stade Rennais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Jérémy Doku,Right Winger,Belgium,€18 million,,,,
1679742361-1885,Stade Rennais,Ligue 1,Phantom GT2,Flyknit,Nike,Shadow,null,Midfield,Erling Haaland,Xeka,Central Midfielder,Portugal,€9 million,,,,
1679742361-1886,Stade Rennais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Désiré Doué,Attacking Midfielder,France,€15 million,,,,
1679742361-1887,Stade Rennais,Ligue 1,Mercurial Vapor XII Elite NJR,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Flavien Tait,Central Midfielder,France,€9 million,,,,
1679742361-1889,Stade Rennais,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Lesley Ugochukwu,Defensive Midfielder,France,€4 million,,,,
1679742361-1891,Stade Rennais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Lovro Majer,Attacking Midfielder,Croatia,€22 million,,,,
1679742361-1901,Stade Rennais,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Joe Rodon,Center Back,Wales,€9 million,,,,
1679742361-1902,Stade Rennais,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Djed Spence,Right Back,England,€13 million,,,,
1679742361-1906,Stade Rennais,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Dogan Alemdar,Goalkeeper,Turkey,€4 million,,,,
1679742361-1910,OGC Nice,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Terem Moffi,Center Forward,Nigeria,€15 million,,,,
1679742361-1911,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Gaëtan Laborde,Center Forward,France,€14 million,,,,
1679742361-1914,OGC Nice,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,Daybreak Pack,Speed,Attack,Cristiano Ronaldo,Daouda Traoré,Right Midfielder,France,€0 million,,,,
1679742361-1915,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Ross Barkley,Central Midfielder,England,€10 million,,,,
1679742361-1916,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Hicham Boudaoui,Central Midfielder,Algeria,€5 million,,,,
1679742361-1919,OGC Nice,Ligue 1,Phantom GX,Gripknit,Nike,null,Control,Midfield,Erling Haaland,Aaron Ramsey,Central Midfielder,Wales,€3 million,,,,
1679742361-1920,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Khéphren Thuram,Defensive Midfielder,France,€25 million,,,,
1679742361-1924,OGC Nice,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Youssouf Ndayishimiye,Center Back,Burundi,€7 million,,,,
1679742361-1926,OGC Nice,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Youcef Atal,Right Back,Algeria,€14 million,,,,
1679742361-1927,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Joe Bryan,Left Back,England,€3 million,,,,
1679742361-1933,OGC Nice,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Kasper Schmeichel,Goalkeeper,Denmark,€3 million,,,,
1679742361-1936,FC Nantes,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Mostafa Mohamed,Center Forward,Egypt,€6 million,,,,
1679742361-1939,FC Nantes,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Moses Simon,Left Winger,Nigeria,€9 million,,,,
1679742361-1945,FC Nantes,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Gor Manvelyan,Attacking Midfielder,France,€0 million,,,,
1679742361-1953,FC Nantes,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Sébastien Corchia,Right Back,France,€1 million,,,,
1679742361-1961,Montpellier HSC,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Yanis Guermouche,Center Forward,Algeria,€0 million,,,,
1679742361-1965,Montpellier HSC,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Wahbi Khazri,Center Forward,Tunisia,€3 million,,,,
1679742361-1970,Montpellier HSC,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Joris Chotard,Defensive Midfielder,France,€9 million,,,,
1679742361-1971,Montpellier HSC,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Téji Savanier,Attacking Midfielder,France,€12 million,,,,
1679742361-1972,Montpellier HSC,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Jordan Ferri,Central Midfielder,France,€5 million,,,,
1679742361-1975,Montpellier HSC,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Black x Prism,Speed,Attack,Cristiano Ronaldo,Thibault Tamas,Left Back,France,€0 million,,,,
1679742361-1979,Montpellier HSC,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Mathías Suárez,Right Back,Uruguay,€0 million,,,,
1679742361-1982,Montpellier HSC,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Issiaga Sylla,Left Back,Guinea,€2 million,,,,
1679742361-1986,Montpellier HSC,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Benjamin Lecomte,Goalkeeper,France,€4 million,,,,
1679742361-1988,Montpellier HSC,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Matis Carvalho,Goalkeeper,Portugal,€0 million,,,,
1679742361-1992,Olympique Lyonnais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alexandre Lacazette,Center Forward,France,€12 million,,,,
1679742361-1997,Olympique Lyonnais,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Corentin Tolisso,Central Midfielder,France,€14 million,,,,
1679742361-2004,Olympique Lyonnais,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Henrique Silva,Left Back,Brazil,€1 million,,,,
1679742361-2005,Olympique Lyonnais,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Jérôme Boateng,Center Back,Germany,€2 million,,,,
1679742361-2008,Olympique Lyonnais,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Nicolás Tagliafico,Left Back,Argentina,€9 million,,,,
1679742361-2018,FC Lorient,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Shadow,Speed,Attack,Cristiano Ronaldo,Théo Le Bris,Attacking Midfielder,France,€2 million,,,,
1679742361-2024,FC Lorient,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Adil Aouchiche,Attacking Midfielder,France,€3 million,,,,
1679742361-2036,FC Lorient,Ligue 1,Phantom GT DF,null,Nike,null,Control,null,Erling Haaland,Julian Pollersbeck,Goalkeeper,Germany,€1 million,,,,
1679742361-2037,FC Lorient,Ligue 1,Phantom GT2,Flyknit,Nike,Motivation,null,Midfield,Erling Haaland,Teddy Bartouche,Goalkeeper,France,€0 million,,,,
1679742361-2040,LOSC Lille,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Edon Zhegrova,Right Winger,Kosovo,€5 million,,,,
1679742361-2042,LOSC Lille,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Adam Ounas,Right Winger,Algeria,€8 million,,,,
1679742361-2047,LOSC Lille,Ligue 1,Phantom GT2 DF,Flyknit,Nike,Shadow,null,Midfield,Erling Haaland,André Gomes,Central Midfielder,Portugal,€14 million,,,,
1679742361-2048,LOSC Lille,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Benjamin André,Defensive Midfielder,France,€10 million,,,,
