Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs)
240,2009 (2004),16,Uttarakhand,Chamoli,3076,5073,14.64,16.28,4020,7278,19.14,23.35,13912,18811,66.22,60.36,21008,31163,80
240,2010 (2004),16,Uttarakhand,Chamoli,3351,6274,14.6,16.81,4621,9309,20.14,24.94,14975,21744,65.26,58.25,22948,37327,96
240,2011 (2004),16,Uttarakhand,Chamoli,3490,7358,14.07,17.29,5140,10195,20.72,23.95,16172,25016,65.2,58.77,24802,42568,109
240,2012 (2004),16,Uttarakhand,Chamoli,3715,8620,13.88,17.38,5585,12188,20.87,24.58,17467,28780,65.26,58.04,26767,49588,126
240,2013 (2004),16,Uttarakhand,Chamoli,3930,9756,13.4,16.93,6430,14449,21.92,25.07,18977,33431,64.69,58,29337,57636,146
241,2007 (2004),16,Uttarakhand,Uttar Kashi,2765,3521,28.39,29.56,515,829,5.29,6.96,6461,7561,66.33,63.48,9741,11911,38
241,2008 (2004),16,Uttarakhand,Uttar Kashi,2746,4096,25.26,28.18,472,835,4.34,5.75,7654,9603,70.4,66.08,10872,14533,46
241,2009 (2004),16,Uttarakhand,Uttar Kashi,2998,4946,23.11,26.8,521,1043,4.02,5.65,9452,12466,72.87,67.55,12971,18455,57
241,2010 (2004),16,Uttarakhand,Uttar Kashi,3278,6146,23.25,28.07,518,1241,3.67,5.67,10304,14511,73.08,66.27,14100,21897,67
241,2011 (2004),16,Uttarakhand,Uttar Kashi,3280,6957,21.79,27.69,531,1281,3.53,5.1,11238,16888,74.67,67.22,15050,25125,76
241,2012 (2004),16,Uttarakhand,Uttar Kashi,3365,7893,20.97,27.39,548,1539,3.41,5.34,12133,19380,75.61,67.26,16047,28812,86
241,2013 (2004),16,Uttarakhand,Uttar Kashi,3440,8647,19.97,26.34,577,1708,3.35,5.2,13211,22474,76.68,68.46,17228,32829,97
242,2007 (2004),16,Uttarakhand,Tehri Garhwal,2943,3711,18.21,18.78,4352,5749,26.92,29.1,8868,10298,54.86,52.12,16164,19759,32
242,2008 (2004),16,Uttarakhand,Tehri Garhwal,2866,4283,16.11,18.13,4495,6356,25.27,26.9,10427,12986,58.61,54.97,17789,23625,38
242,2009 (2004),16,Uttarakhand,Tehri Garhwal,2559,4222,12.4,14.43,5238,8039,25.38,27.48,12840,16990,62.22,58.09,20637,29250,47
242,2010 (2004),16,Uttarakhand,Tehri Garhwal,3020,5655,13,15.89,5885,9764,25.34,27.43,14320,20175,61.66,56.68,23224,35594,58
242,2011 (2004),16,Uttarakhand,Tehri Garhwal,3143,6631,12.57,16.3,5955,10104,23.82,24.84,15905,23946,63.61,58.86,25002,40681,66
242,2012 (2004),16,Uttarakhand,Tehri Garhwal,3343,7766,12.21,16.22,6567,12116,23.99,25.3,17459,28009,63.79,58.48,27369,47891,77
242,2013 (2004),16,Uttarakhand,Tehri Garhwal,3528,8767,11.71,15.7,7374,14167,24.47,25.37,19229,32911,63.82,58.93,30132,55845,90
243,2007 (2004),16,Uttarakhand,Garhwal,3720,4725,20.46,21.25,4281,5808,23.55,26.12,10178,11704,55.99,52.64,18179,22236,32
243,2008 (2004),16,Uttarakhand,Garhwal,3602,5373,17.86,20.08,4583,6612,22.72,24.71,11987,14778,59.42,55.22,20172,26762,39
243,2009 (2004),16,Uttarakhand,Garhwal,3308,5462,14.2,16.67,5368,8282,23.05,25.28,14613,19013,62.74,58.04,23290,32757,48
243,2010 (2004),16,Uttarakhand,Garhwal,3914,7346,14.88,18.32,6126,10277,23.28,25.63,16272,22480,61.84,56.05,26311,40104,58
243,2011 (2004),16,Uttarakhand,Garhwal,4027,8546,13.82,18.09,7279,12399,24.97,26.24,17842,26302,61.21,55.67,29148,47247,69
243,2012 (2004),16,Uttarakhand,Garhwal,4237,9920,13.28,17.86,8354,15349,26.19,27.64,19309,30269,60.53,54.5,31900,55538,81
243,2013 (2004),16,Uttarakhand,Garhwal,4428,11088,12.73,17.3,9353,17929,26.9,27.97,20993,35085,60.37,54.73,34775,64101,93
601,2007 (2004),17,Assam,Cachar,11356,14282,30.9,32.53,7252,8926,19.73,20.33,18144,20692,49.37,47.13,36752,43900,27
601,2008 (2004),17,Assam,Cachar,11536,15845,28.67,30.95,9236,11989,22.96,23.42,19462,23367,48.37,45.64,40233,51201,31
601,2009 (2004),17,Assam,Cachar,11712,18004,26.75,29.85,10300,13830,23.53,22.93,21766,28471,49.72,47.21,43778,60305,36
601,2010 (2004),17,Assam,Cachar,11901,20630,25.07,28.3,10988,18595,23.15,25.51,24575,33664,51.78,46.19,47464,72888,43
601,2011 (2004),17,Assam,Cachar,12645,23411,25.31,28.74,11291,20238,22.6,24.84,26023,37822,52.09,46.42,49959,81472,47
601,2012 (2004),17,Assam,Cachar,13333,26269,24.7,28.11,12286,22940,22.76,24.54,28363,44257,52.54,47.35,53981,93467,53
601,2013 (2004),17,Assam,Cachar,14097,30929,24.88,28.92,12672,25581,22.36,23.92,29893,50452,52.76,47.17,56662,106962,59
602,2007 (2004),17,Assam,Darrang,4650,5831,37.54,39.02,2477,3077,20,20.59,5261,6035,42.47,40.39,12387,14943,17
602,2008 (2004),17,Assam,Darrang,4482,6190,34.79,37.31,2703,3524,20.98,21.24,5700,6875,44.24,41.44,12884,16589,19
602,2009 (2004),17,Assam,Darrang,4847,7554,33.46,37.26,3104,4228,21.43,20.85,6534,8493,45.11,41.89,14485,20275,23
602,2010 (2004),17,Assam,Darrang,5733,10026,35.58,39.96,3205,5434,19.89,21.66,7175,9631,44.53,38.39,16113,25090,28
602,2011 (2004),17,Assam,Darrang,5887,10997,36.01,41.16,2566,4646,15.7,17.39,7895,11074,48.29,41.45,16348,26717,29
602,2012 (2004),17,Assam,Darrang,6006,11922,34.74,39.97,2730,5161,15.79,17.3,8553,12747,49.47,42.73,17289,29830,32
602,2013 (2004),17,Assam,Darrang,6130,13519,33.97,39.91,2762,5665,15.31,16.72,9154,14689,50.73,43.37,18046,33872,35
603,2007 (2004),17,Assam,Dibrugarh,16172,20387,25.02,27.3,21610,23735,33.44,31.78,26849,30556,41.54,40.92,64631,74677,59
603,2008 (2004),17,Assam,Dibrugarh,20300,28318,29.38,31.57,20217,27212,29.26,30.34,28587,34173,41.37,38.1,69105,89703,70
603,2009 (2004),17,Assam,Dibrugarh,24914,39481,34.13,37.38,21158,31345,28.98,29.68,26929,34791,36.89,32.94,73001,105616,81
603,2010 (2004),17,Assam,Dibrugarh,25828,45834,31.65,35.48,21283,35773,26.08,27.7,34499,47557,42.27,36.82,81610,129165,98
603,2011 (2004),17,Assam,Dibrugarh,26766,50801,31.45,35.3,22030,40000,25.88,27.79,36314,53128,42.67,36.91,85110,143928,109
603,2012 (2004),17,Assam,Dibrugarh,27579,55757,30.98,34.68,22767,44253,25.57,27.53,38680,60752,43.45,37.79,89025,160762,120
603,2013 (2004),17,Assam,Dibrugarh,28424,64058,30.33,34.68,23630,49619,25.21,26.87,41673,71010,44.46,38.45,93727,184687,136
604,2007 (2004),17,Assam,Goalpara,4630,5926,32.14,34.21,2530,3102,17.56,17.91,7247,8293,50.3,47.88,14407,17322,19
604,2008 (2004),17,Assam,Goalpara,4813,6738,30.94,33.78,2964,3866,19.06,19.38,7777,9344,50,46.84,15554,19947,21
604,2009 (2004),17,Assam,Goalpara,4495,7023,27.01,30.6,3391,4593,20.38,20.01,8754,11335,52.61,49.39,16640,22951,24
604,2010 (2004),17,Assam,Goalpara,3982,7079,23.09,27.31,3507,5950,20.34,22.95,9756,12894,56.58,49.74,17244,25924,26
604,2011 (2004),17,Assam,Goalpara,4321,8160,24.21,28.96,3122,5633,17.49,19.99,10407,14385,58.3,51.05,17850,28178,28
604,2012 (2004),17,Assam,Goalpara,4658,9347,25.28,30.63,2452,4613,13.31,15.12,11316,16558,61.41,54.26,18426,30518,30
604,2013 (2004),17,Assam,Goalpara,5028,11252,25.52,31.71,2513,5118,12.75,14.42,12164,19116,61.73,53.87,19705,35487,34
605,2007 (2004),17,Assam,Kamrup,3218,4129,9.7,10.68,8707,10780,26.26,27.88,21237,23763,64.04,61.45,33162,38672,28
605,2008 (2004),17,Assam,Kamrup,3057,4218,8.48,9.59,9845,12802,27.31,29.11,23151,26951,64.22,61.29,36052,43971,32
605,2009 (2004),17,Assam,Kamrup,3247,4892,8.09,9.36,11139,15094,27.74,28.89,25765,32254,64.17,61.74,40151,52239,37
605,2010 (2004),17,Assam,Kamrup,3669,6330,8.67,10.34,11662,19761,27.55,32.3,27004,35099,63.79,57.36,42335,61189,42
605,2011 (2004),17,Assam,Kamrup,3803,6919,8.08,9.66,13256,24091,28.17,33.62,30003,40648,63.75,56.72,47062,71658,47
605,2012 (2004),17,Assam,Kamrup,3913,7492,8.05,9.45,14016,26577,28.84,33.52,30673,45221,63.11,57.03,48602,79290,50
605,2013 (2004),17,Assam,Kamrup,4043,8525,7.8,9.31,15016,30975,28.96,33.84,32792,52032,63.24,56.85,51851,91532,56
606,2007 (2004),17,Assam,Karbi Anglong,7449,8989,40.12,41.44,3035,3398,16.35,15.67,8080,9303,43.52,42.89,18565,21690,24
606,2008 (2004),17,Assam,Karbi Anglong,7770,10252,40.22,41.65,3021,4025,15.64,16.35,8526,10337,44.14,42,19317,24614,27
606,2009 (2004),17,Assam,Karbi Anglong,8382,12404,39.24,41.85,3243,4680,15.18,15.79,9735,12557,45.58,42.36,21360,29641,32
606,2010 (2004),17,Assam,Karbi Anglong,8420,13780,38.36,41.92,3177,5344,14.47,16.26,10353,13752,47.17,41.83,21949,32876,35
606,2011 (2004),17,Assam,Karbi Anglong,9207,16253,39.63,43.73,3174,5738,13.66,15.44,10853,15179,46.71,40.84,23234,37169,39
606,2012 (2004),17,Assam,Karbi Anglong,9979,18782,40.04,44.53,3277,6308,13.15,14.96,11668,17086,46.81,40.51,24924,42176,43
606,2013 (2004),17,Assam,Karbi Anglong,10876,22721,40.71,46.1,3396,7065,12.71,14.33,12446,19502,46.58,39.57,26719,49288,50
607,2007 (2004),17,Assam,Lakhimpur,4104,5153,28.37,29.92,1966,2415,13.59,14.02,8396,9652,58.04,56.05,14466,17220,18
607,2008 (2004),17,Assam,Lakhimpur,4129,5693,27.68,30.03,2353,3053,15.77,16.1,8436,10213,56.55,53.87,14918,18958,19
607,2009 (2004),17,Assam,Lakhimpur,4741,7361,30.55,34.47,2728,3658,17.58,17.13,8052,10337,51.88,48.41,15521,21355,21
607,2010 (2004),17,Assam,Lakhimpur,4289,7463,26.39,30.5,2556,4325,15.73,17.67,9408,12684,57.88,51.83,16253,24472,24
607,2011 (2004),17,Assam,Lakhimpur,4543,8445,26.8,31.17,2784,5019,16.42,18.53,9624,13629,56.78,50.3,16951,27093,26
607,2012 (2004),17,Assam,Lakhimpur,4778,9446,27.04,31.67,2922,5497,16.53,18.43,9973,14887,56.43,49.91,17673,29830,28
607,2013 (2004),17,Assam,Lakhimpur,5028,11062,27.67,33.08,2914,5942,16.03,17.77,10232,16436,56.3,49.15,18174,33439,31
608,2007 (2004),17,Assam,North Cachar Hil / Dima hasao,2148,2507,27.32,27.6,2745,3169,34.92,34.89,2968,3408,37.76,37.52,7861,9084,45
608,2008 (2004),17,Assam,North Cachar Hil / Dima hasao,2208,2780,27.29,27.17,2760,3679,34.11,35.96,3124,3773,38.61,36.87,8091,10232,50
608,2009 (2004),17,Assam,North Cachar Hil / Dima hasao,2211,3053,25.68,25.93,3214,4588,37.32,38.97,3186,4132,37,35.1,8611,11773,56
608,2010 (2004),17,Assam,North Cachar Hil / Dima hasao,2061,3075,22.92,22.57,3348,5687,37.23,41.75,3583,4862,39.84,35.69,8993,13623,64
608,2011 (2004),17,Assam,North Cachar Hil / Dima hasao,2195,3553,22.81,22.61,3711,6840,38.57,43.53,3716,5320,38.62,33.86,9622,15713,73
608,2012 (2004),17,Assam,North Cachar Hil / Dima hasao,2309,3969,24.25,24.28,3294,6429,34.59,39.34,3920,5947,41.16,36.39,9523,16344,75
608,2013 (2004),17,Assam,North Cachar Hil / Dima hasao,2459,4643,24.66,25.05,3418,7263,34.28,39.19,4093,6629,41.05,35.76,9970,18535,84
609,2007 (2004),17,Assam,Nagaon,10234,12809,29.46,31.11,4884,5996,14.06,14.56,19620,22368,56.48,54.33,34739,41173,16
609,2008 (2004),17,Assam,Nagaon,9508,13054,26.27,28.63,5890,7628,16.27,16.73,20801,24910,57.46,54.64,36199,45593,17
609,2009 (2004),17,Assam,Nagaon,11440,17718,27.61,31.23,6562,8824,15.83,15.55,23439,30187,56.56,53.21,41440,56729,21
609,2010 (2004),17,Assam,Nagaon,11473,19918,26.88,31.23,6563,11077,15.38,17.37,24641,32775,57.74,51.4,42677,63770,23
609,2011 (2004),17,Assam,Nagaon,11677,21646,26.25,30.67,7171,12864,16.12,18.23,25639,36069,57.63,51.1,44486,70580,25
609,2012 (2004),17,Assam,Nagaon,11803,23239,25.4,29.89,7462,13944,16.06,17.93,27195,40574,58.53,52.18,46461,77758,27
609,2013 (2004),17,Assam,Nagaon,11942,26112,24.7,29.7,7827,15857,16.19,18.04,28585,45943,59.12,52.26,48354,87911,30
610,2007 (2004),17,Assam,Sibsagar,13301,16753,22.58,25.08,28088,29986,47.68,44.89,17521,20057,29.74,30.03,58909,66797,60
610,2008 (2004),17,Assam,Sibsagar,12945,18029,22.78,24.1,25279,34349,44.49,45.91,18597,22438,32.73,29.99,56822,74815,67
610,2009 (2004),17,Assam,Sibsagar,10330,16242,18.96,20.52,26179,39673,48.04,50.12,17981,23236,33,29.36,54489,79152,70
610,2010 (2004),17,Assam,Sibsagar,9755,17201,16.53,18.53,26037,43696,44.11,47.08,23237,31915,39.37,34.39,59029,92812,81
610,2011 (2004),17,Assam,Sibsagar,10102,19031,16.36,18.31,26849,48781,43.47,46.92,24816,36152,40.18,34.77,61766,103964,90
610,2012 (2004),17,Assam,Sibsagar,10395,20842,16,17.8,27658,54211,42.58,46.29,26897,42063,41.41,35.92,64949,117116,101
610,2013 (2004),17,Assam,Sibsagar,10704,23905,15.7,17.91,28536,60323,41.85,45.19,28948,49273,42.45,36.91,68187,133501,114
626,2007 (2004),18,Himachal Pradesh,Bilashpur,4497,4981,25.89,26.13,6377,6916,36.71,36.28,6498,7169,37.41,37.6,17372,19065,52
626,2008 (2004),18,Himachal Pradesh,Bilashpur,2822,3325,17,16.41,6418,7980,38.67,39.4,7357,8952,44.33,44.19,16597,20256,55
626,2009 (2004),18,Himachal Pradesh,Bilashpur,2209,3168,12,13.21,7708,9765,41.86,40.71,8498,11052,46.15,46.08,18415,23984,64
626,2010 (2004),18,Himachal Pradesh,Bilashpur,2558,3701,12.97,12.87,7564,10763,38.34,37.44,9607,14285,48.69,49.69,19729,28749,76
626,2011 (2004),18,Himachal Pradesh,Bilashpur,2558,4356,11.51,12.93,8233,12024,37.05,35.69,11431,17312,51.44,51.38,22222,33691,88
626,2012 (2004),18,Himachal Pradesh,Bilashpur,2890,5295,12.17,13.58,8184,12499,34.46,32.06,12673,21189,53.37,54.35,23747,38983,101
626,2013 (2004),18,Himachal Pradesh,Bilashpur,3359,6122,13.23,13.8,8173,12941,32.2,29.18,13853,25285,54.57,57.01,25385,44349,113
627,2007 (2004),18,Himachal Pradesh,Chamba,6019,6670,32.29,32.5,6091,6498,32.67,31.67,6532,7351,35.04,35.82,18642,20520,41
627,2008 (2004),18,Himachal Pradesh,Chamba,5728,6774,30.41,28.68,5627,7461,29.87,31.59,7483,9382,39.72,39.73,18838,23617,47
627,2009 (2004),18,Himachal Pradesh,Chamba,5716,8172,29.27,30.43,5624,7712,28.8,28.71,8188,10974,41.93,40.86,19527,26858,53
627,2010 (2004),18,Himachal Pradesh,Chamba,5854,8430,28.33,27.34,5534,8523,26.78,27.65,9274,13877,44.89,45.01,20661,30830,60
627,2011 (2004),18,Himachal Pradesh,Chamba,5644,9621,26.33,28.15,4974,7918,23.2,23.16,10821,16642,50.47,48.69,21439,34181,66
627,2012 (2004),18,Himachal Pradesh,Chamba,6076,11080,26.53,28.18,5007,8442,21.86,21.47,11821,19791,51.61,50.34,22904,39313,75
627,2013 (2004),18,Himachal Pradesh,Chamba,6666,12268,27.29,27.65,5073,8935,20.77,20.14,12689,23162,51.94,52.21,24428,44365,83
629,2007 (2004),18,Himachal Pradesh,Kangra,13689,15146,24.04,24.31,18947,20559,33.28,33,24304,26592,42.68,42.69,56940,62296,43
629,2008 (2004),18,Himachal Pradesh,Kangra,16838,19841,26.15,25.11,20908,26961,32.46,34.13,26656,32203,41.39,40.76,64402,79005,54
629,2009 (2004),18,Himachal Pradesh,Kangra,15584,22891,22.46,24.64,23526,31191,33.91,33.57,30260,38828,43.62,41.79,69371,92909,63
629,2010 (2004),18,Himachal Pradesh,Kangra,17593,25708,23.13,23.18,25009,36948,32.88,33.31,33458,48258,43.99,43.51,76060,110915,74
629,2011 (2004),18,Himachal Pradesh,Kangra,16835,28818,19.97,22.27,28664,43636,34,33.72,38799,56949,46.03,44.01,84298,129402,86
629,2012 (2004),18,Himachal Pradesh,Kangra,18337,33856,20.17,22.55,30699,48815,33.76,32.51,41893,67483,46.07,44.94,90929,150154,98
629,2013 (2004),18,Himachal Pradesh,Kangra,20728,37756,21.44,22.47,31069,51282,32.14,30.52,44862,79002,46.41,47.01,96658,168039,109
630,2007 (2004),18,Himachal Pradesh,Kinnaur,759,840,10.85,10.94,3987,4262,56.97,55.52,2253,2574,32.19,33.53,6998,7676,94
630,2008 (2004),18,Himachal Pradesh,Kinnaur,742,879,9.76,8.68,4355,6089,57.26,60.14,2510,3158,33,31.19,7606,10125,123
630,2009 (2004),18,Himachal Pradesh,Kinnaur,662,888,8.66,8.21,4175,6113,54.65,56.52,2804,3815,36.7,35.27,7640,10816,130
630,2010 (2004),18,Himachal Pradesh,Kinnaur,635,880,8.43,7.45,3809,6217,50.58,52.66,3087,4708,40.99,39.88,7531,11805,141
630,2011 (2004),18,Himachal Pradesh,Kinnaur,643,1077,8.52,8.93,3351,5434,44.4,45.04,3553,5555,47.08,46.04,7547,12066,143
630,2012 (2004),18,Himachal Pradesh,Kinnaur,691,1222,9.56,9.87,2766,4774,38.27,38.57,3770,6382,52.17,51.56,7227,12378,146
630,2013 (2004),18,Himachal Pradesh,Kinnaur,736,1367,10.21,10.37,2576,4626,35.74,35.11,3896,7183,54.05,54.52,7208,13176,154
631,2007 (2004),18,Himachal Pradesh,Kullu,4548,5040,22.29,22.4,8324,8907,40.79,39.58,7534,8554,36.92,38.02,20405,22501,54
631,2008 (2004),18,Himachal Pradesh,Kullu,4348,5142,19.86,18.54,8971,11993,40.98,43.25,8573,10593,39.16,38.2,21892,27728,66
631,2009 (2004),18,Himachal Pradesh,Kullu,4136,5875,18.26,18.9,8887,12191,39.23,39.21,9632,13025,42.52,41.89,22655,31091,73
631,2010 (2004),18,Himachal Pradesh,Kullu,4113,5895,17.44,16.75,8904,13558,37.75,38.53,10567,15733,44.81,44.71,23584,35187,81
631,2011 (2004),18,Himachal Pradesh,Kullu,4001,6806,15.29,16.7,9656,14888,36.9,36.52,12511,19071,47.81,46.78,26168,40765,93
631,2012 (2004),18,Himachal Pradesh,Kullu,4316,7845,15.57,17.05,9955,16212,35.92,35.24,13444,21953,48.51,47.71,27715,46011,104
631,2013 (2004),18,Himachal Pradesh,Kullu,4736,8721,16.31,17.04,10091,17033,34.75,33.28,14209,25421,48.94,49.67,29035,51175,114
632,2007 (2004),18,Himachal Pradesh,Lahul & Spiti,436,483,15.63,15.4,883,946,31.65,30.17,1471,1706,52.72,54.4,2790,3136,97
632,2008 (2004),18,Himachal Pradesh,Lahul & Spiti,410,485,14.01,13.35,893,1041,30.51,28.66,1625,2107,55.52,58.01,2927,3632,113
632,2009 (2004),18,Himachal Pradesh,Lahul & Spiti,329,452,10.9,11.25,915,1075,30.32,26.76,1775,2491,58.81,62.01,3018,4017,126
632,2010 (2004),18,Himachal Pradesh,Lahul & Spiti,306,428,9.95,9.58,855,1090,27.81,24.39,1914,2952,62.26,66.06,3074,4469,141
632,2011 (2004),18,Himachal Pradesh,Lahul & Spiti,296,499,9.02,9.94,844,1107,25.72,22.05,2142,3415,65.27,68.01,3282,5021,159
632,2012 (2004),18,Himachal Pradesh,Lahul & Spiti,305,543,8.84,9.68,871,1195,25.25,21.29,2272,3873,65.87,69.01,3449,5612,179
632,2013 (2004),18,Himachal Pradesh,Lahul & Spiti,314,584,8.82,9.39,913,1310,25.64,21.06,2334,4326,65.54,69.56,3561,6219,199
633,2007 (2004),18,Himachal Pradesh,Solan,7008,7772,16.18,16.09,23342,26250,53.88,54.34,12975,14288,29.95,29.58,43325,48309,88
633,2008 (2004),18,Himachal Pradesh,Solan,5783,6825,12.09,10.97,27683,37827,57.87,60.81,14373,17552,30.04,28.22,47839,62204,112
633,2009 (2004),18,Himachal Pradesh,Solan,4147,6093,7.5,8.13,34697,47521,62.78,63.41,16421,21325,29.71,28.46,55265,74940,133
633,2010 (2004),18,Himachal Pradesh,Solan,4779,7007,7.94,7.72,37367,57581,62.06,63.46,18067,26147,30.01,28.82,60213,90735,159
633,2011 (2004),18,Himachal Pradesh,Solan,4887,8412,7.85,8.5,36703,59958,58.98,60.58,20636,30600,33.16,30.92,62226,98970,171
633,2012 (2004),18,Himachal Pradesh,Solan,5733,10663,8.74,9.69,37675,63371,57.46,57.62,22163,35955,33.8,32.69,65570,109990,187
633,2013 (2004),18,Himachal Pradesh,Solan,7021,12834,10.17,10.52,38417,67284,55.66,55.16,23587,41870,34.17,34.32,69025,121988,204
634,2007 (2004),18,Himachal Pradesh,Mandi,10680,11841,32.34,32.76,10717,11581,32.45,32.04,11632,12728,35.22,35.21,33029,36150,38
634,2008 (2004),18,Himachal Pradesh,Mandi,10065,11887,29.37,28.26,11482,14757,33.51,35.08,12716,15417,37.11,36.65,34264,42061,43
634,2009 (2004),18,Himachal Pradesh,Mandi,8484,12383,23.74,25.86,13133,17357,36.74,36.25,14124,18147,39.52,37.9,35741,47887,49
634,2010 (2004),18,Himachal Pradesh,Mandi,13626,20071,31.86,32.2,13511,20068,31.59,32.2,15630,22184,36.55,35.59,42767,62324,63
634,2011 (2004),18,Himachal Pradesh,Mandi,12677,21846,27.68,30.71,15253,23391,33.31,32.88,17860,25896,39,36.41,45791,71132,71
634,2012 (2004),18,Himachal Pradesh,Mandi,13599,25309,28.02,31.26,15857,25614,32.67,31.63,19084,30045,39.32,37.11,48539,80968,80
634,2013 (2004),18,Himachal Pradesh,Mandi,15177,27748,29.29,30.77,15940,26836,30.76,29.76,20705,35584,39.95,39.46,51822,90167,88
635,2007 (2004),18,Himachal Pradesh,Shimla,5811,6441,14.18,14.51,16155,17462,39.41,39.34,19025,20484,46.41,46.15,40991,44386,57
635,2008 (2004),18,Himachal Pradesh,Shimla,5575,6595,13.08,12.46,16556,21799,38.84,41.19,20496,24534,48.08,46.35,42627,52928,67
635,2009 (2004),18,Himachal Pradesh,Shimla,5903,8498,12.78,13.95,17502,23670,37.9,38.85,22775,28762,49.32,47.2,46180,60930,77
635,2010 (2004),18,Himachal Pradesh,Shimla,6847,9948,14.17,14.26,17432,26493,36.08,37.97,24036,33327,49.75,47.77,48316,69768,87
635,2011 (2004),18,Himachal Pradesh,Shimla,6618,11334,13.03,14.74,18009,28244,35.46,36.72,26166,37341,51.52,48.55,50792,76918,94
635,2012 (2004),18,Himachal Pradesh,Shimla,7231,13310,13.68,15.52,18454,30381,34.92,35.42,27164,42079,51.4,49.06,52848,85770,104
635,2013 (2004),18,Himachal Pradesh,Shimla,8141,14941,14.77,15.66,18737,32235,34,33.78,28231,48239,51.23,50.56,55110,95414,114
651,2007 (2004),19,Kerala,Alappuzha,9204,12709,10.07,12.3,24593,28707,26.92,27.78,57570,61919,63.01,59.92,91368,103335,50
651,2008 (2004),19,Kerala,Alappuzha,9162,13797,9.31,11.31,26067,33044,26.48,27.08,63205,75185,64.21,61.61,98433,122025,59
651,2009 (2004),19,Kerala,Alappuzha,10314,17079,9.36,11.9,28352,37801,25.73,26.34,71522,88617,64.91,61.76,110188,143497,69
651,2010 (2004),19,Kerala,Alappuzha,8818,18244,7.5,11.41,31716,44711,26.96,27.95,77095,97001,65.54,60.64,117629,159956,76
651,2011 (2004),19,Kerala,Alappuzha,8719,20271,6.85,10.87,33111,51378,26,27.54,85541,114921,67.16,61.6,127370,186569,88
651,2012 (2004),19,Kerala,Alappuzha,8730,22713,6.33,10.6,38215,62527,27.69,29.17,91050,129083,65.98,60.23,137994,214322,99
651,2013 (2004),19,Kerala,Alappuzha,8490,24781,5.7,10.19,40257,70271,27.02,28.9,100245,148121,67.28,60.91,148991,243172,111
652,2007 (2004),19,Kerala,Kannur,15779,21337,15.87,18.82,20794,24701,20.91,21.79,62851,67309,63.22,59.38,99424,113346,46
652,2008 (2004),19,Kerala,Kannur,16301,24564,15.65,18.87,20865,26415,20.03,20.29,67006,79187,64.32,60.84,104171,130165,53
652,2009 (2004),19,Kerala,Kannur,13853,22573,12.28,15.35,23577,31922,20.91,21.7,75336,92599,66.81,62.95,112766,147093,59
652,2010 (2004),19,Kerala,Kannur,16131,35459,13.22,20.49,26731,38486,21.91,22.24,79168,99129,64.88,57.28,122029,173074,69
652,2011 (2004),19,Kerala,Kannur,16211,41460,12.41,20.56,30340,47993,23.22,23.79,84102,112249,64.37,55.65,130654,201702,80
652,2012 (2004),19,Kerala,Kannur,17097,43578,12.16,19.21,36393,60957,25.89,26.88,87087,122264,61.95,53.91,140576,226799,89
652,2013 (2004),19,Kerala,Kannur,16965,49130,11.2,19.01,39314,70361,25.96,27.23,95143,138945,62.83,53.76,151422,258437,100
653,2007 (2004),19,Kerala,Eranakulam,17036,23244,6.82,8.34,70950,82692,28.4,29.66,161818,172899,64.78,62.01,249804,278835,89
653,2008 (2004),19,Kerala,Eranakulam,17256,26001,6.49,7.97,70896,90509,26.66,27.76,177765,209538,66.85,64.27,265917,326047,103
653,2009 (2004),19,Kerala,Eranakulam,18094,29532,6.33,8.05,73917,98291,25.85,26.8,193936,238877,67.82,65.14,285947,366699,115
653,2010 (2004),19,Kerala,Eranakulam,14876,32150,4.82,7.78,82945,116212,26.85,28.12,211104,264837,68.34,64.09,308925,413199,128
653,2011 (2004),19,Kerala,Eranakulam,14950,37303,4.36,7.56,88423,136475,25.81,27.67,239154,319378,69.82,64.76,342527,493156,150
653,2012 (2004),19,Kerala,Eranakulam,15609,40289,4.26,7.23,101550,164071,27.69,29.44,249529,352897,68.05,63.33,366687,557257,167
653,2013 (2004),19,Kerala,Eranakulam,15491,45298,3.86,7.07,108831,187047,27.13,29.19,276820,408504,69.01,63.74,401142,640849,189
655,2007 (2004),19,Kerala,Kottayam,18322,24874,16.14,19.2,23149,27137,20.39,20.95,72076,77537,63.48,59.85,113547,129548,67
655,2008 (2004),19,Kerala,Kottayam,18904,28491,15.55,18.69,23453,29740,19.29,19.51,79205,94175,65.16,61.79,121561,152406,78
655,2009 (2004),19,Kerala,Kottayam,22116,35775,16.13,19.79,25175,33672,18.36,18.63,89810,111335,65.51,61.59,137100,180781,93
