Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs)
655,2010 (2004),19,Kerala,Kottayam,18603,41368,12.63,19.92,29005,41052,19.69,19.77,99708,125249,67.68,60.31,147316,207669,106
655,2011 (2004),19,Kerala,Kottayam,18862,49050,11.72,19.95,31179,48537,19.37,19.74,110940,148248,68.91,60.3,160981,245835,125
655,2012 (2004),19,Kerala,Kottayam,20187,51819,11.39,18.39,37100,60751,20.94,21.56,119887,169248,67.67,60.06,177174,281819,142
655,2013 (2004),19,Kerala,Kottayam,20325,59192,10.56,18.31,40041,69874,20.81,21.62,132054,194187,68.63,60.07,192420,323253,161
656,2007 (2004),19,Kerala,Kozhikode,13806,18713,11.65,13.95,27036,31943,22.82,23.81,77620,83515,65.52,62.25,118462,134170,47
656,2008 (2004),19,Kerala,Kozhikode,13594,20479,10.96,13.33,26979,34133,21.74,22.21,83497,99065,67.3,64.46,124071,153678,53
656,2009 (2004),19,Kerala,Kozhikode,9502,15737,7.25,9.34,28252,38080,21.56,22.6,93289,114707,71.19,68.07,131043,168524,57
656,2010 (2004),19,Kerala,Kozhikode,10258,21481,7.24,11.23,32208,46093,22.72,24.09,99292,123755,70.04,64.68,141758,191329,63
656,2011 (2004),19,Kerala,Kozhikode,10192,24079,6.82,11.11,33448,52608,22.39,24.27,105727,140118,70.78,64.63,149367,216804,70
656,2012 (2004),19,Kerala,Kozhikode,10399,25797,6.44,10.44,40017,66496,24.78,26.9,111065,154873,68.78,62.66,161481,247166,78
656,2013 (2004),19,Kerala,Kozhikode,10185,28335,5.78,10.01,43512,77194,24.68,27.27,122603,177586,69.54,62.73,176299,283115,87
657,2007 (2004),19,Kerala,Malappuram,17859,24119,14.29,16.89,20999,25216,16.8,17.66,86112,93427,68.91,65.44,124970,142761,40
657,2008 (2004),19,Kerala,Malappuram,18029,27164,13.47,16.15,21396,27125,15.99,16.12,94395,113930,70.54,67.73,133819,168219,46
657,2009 (2004),19,Kerala,Malappuram,16688,27312,11.29,13.97,23066,31513,15.6,16.11,108115,136749,73.12,69.92,147869,195574,52
657,2010 (2004),19,Kerala,Malappuram,15855,34042,9.78,15.02,27203,39575,16.78,17.47,119039,152955,73.44,67.51,162097,226572,58
657,2011 (2004),19,Kerala,Malappuram,16208,39978,9.17,14.99,29915,47762,16.93,17.91,130575,178869,73.9,67.09,176698,266609,65
657,2012 (2004),19,Kerala,Malappuram,17235,43196,8.76,13.88,37159,62838,18.89,20.19,142276,205256,72.34,65.94,196670,311290,71
657,2013 (2004),19,Kerala,Malappuram,17390,49290,7.91,13.46,41521,75103,18.89,20.51,160890,241822,73.2,66.03,219801,366215,79
658,2007 (2004),19,Kerala,Palakkad,15486,20777,15.91,18.09,23568,31344,24.21,27.28,58306,62763,59.89,54.63,97360,114884,42
658,2008 (2004),19,Kerala,Palakkad,16004,24117,15.6,18.33,23676,32759,23.08,24.89,62885,74725,61.31,56.78,102565,131602,48
658,2009 (2004),19,Kerala,Palakkad,17692,28693,15.38,18.51,25970,38081,22.58,24.56,71348,88274,62.04,56.93,115010,155047,56
658,2010 (2004),19,Kerala,Palakkad,13416,29339,11.31,17.31,28675,44251,24.18,26.11,76492,95890,64.51,56.58,118583,169479,61
658,2011 (2004),19,Kerala,Palakkad,13364,33880,10.59,17.3,30538,52228,24.2,26.67,82271,109702,65.21,56.02,126172,195810,70
658,2012 (2004),19,Kerala,Palakkad,13988,34881,10.3,15.94,35076,62318,25.82,28.47,86771,121669,63.88,55.59,135835,218868,77
658,2013 (2004),19,Kerala,Palakkad,13777,38987,9.32,15.49,38014,72853,25.72,28.95,96001,139799,64.96,55.56,147792,251639,87
659,2007 (2004),19,Kerala,Kollam,16129,21937,14.7,17.51,28907,33867,26.34,27.04,64692,69465,58.96,55.45,109728,125269,50
659,2008 (2004),19,Kerala,Kollam,16886,25443,14.67,17.65,28934,36761,25.13,25.5,69314,81951,60.2,56.85,115134,144155,57
659,2009 (2004),19,Kerala,Kollam,15499,25350,12.38,15.51,31897,42717,25.48,26.14,77779,95340,62.14,58.35,125174,163406,64
659,2010 (2004),19,Kerala,Kollam,14846,32078,10.91,16.95,37395,53095,27.48,28.06,83835,104027,61.61,54.98,136076,189199,73
659,2011 (2004),19,Kerala,Kollam,15076,37587,10.32,17.07,40290,62936,27.57,28.58,90759,119681,62.11,54.35,146125,220204,84
659,2012 (2004),19,Kerala,Kollam,15925,40703,9.95,16.07,48174,79404,30.09,31.35,96000,133154,59.96,52.58,160099,253260,94
659,2013 (2004),19,Kerala,Kollam,15957,46197,9.14,15.86,52365,92053,29.99,31.61,106278,152969,60.87,52.53,174600,291219,105
660,2007 (2004),19,Kerala,Thrissur,12983,17500,9.49,11.43,30984,36380,22.64,23.76,92865,99204,67.87,64.8,136832,153084,54
660,2008 (2004),19,Kerala,Thrissur,13197,19884,9.2,11.3,31117,39357,21.7,22.37,99102,116703,69.1,66.33,143415,175944,61
660,2009 (2004),19,Kerala,Thrissur,12188,19920,7.86,10.01,33059,44360,21.31,22.3,109887,134665,70.83,67.69,155134,198945,68
660,2010 (2004),19,Kerala,Thrissur,11233,24200,6.74,10.78,37862,53909,22.72,24,117533,146473,70.54,65.22,166628,224582,74
660,2011 (2004),19,Kerala,Thrissur,11275,27971,6.37,10.89,38768,60677,21.92,23.61,126835,168318,71.71,65.5,176878,256965,82
660,2012 (2004),19,Kerala,Thrissur,11792,29624,6.13,10.09,46207,76336,24,25.99,134517,187720,69.87,63.92,192516,293680,90
660,2013 (2004),19,Kerala,Thrissur,11687,33260,5.5,9.76,50393,88814,23.73,26.07,150318,218624,70.77,64.17,212397,340699,100
661,2007 (2004),19,Kerala,Thiruvananthapuram,18958,25829,9.36,11.34,41025,48372,20.25,21.24,142591,153504,70.39,67.41,202574,227705,71
661,2008 (2004),19,Kerala,Thiruvananthapuram,19679,29649,9.23,11.28,40678,51330,19.08,19.52,152821,181976,71.69,69.2,213178,262954,82
661,2009 (2004),19,Kerala,Thiruvananthapuram,16191,26621,7.16,9.13,43429,58572,19.21,20.09,166421,206309,73.62,70.77,226040,291502,90
661,2010 (2004),19,Kerala,Thiruvananthapuram,17334,37148,7.16,11.21,50678,72715,20.93,21.95,174117,221440,71.91,66.84,242129,331303,101
661,2011 (2004),19,Kerala,Thiruvananthapuram,17458,42931,6.51,10.82,57623,90777,21.48,22.88,193141,263110,72.01,66.31,268221,396817,120
661,2012 (2004),19,Kerala,Thiruvananthapuram,18209,46502,6.32,10.33,69848,116513,24.25,25.87,200020,287312,69.43,63.8,288077,450327,135
661,2013 (2004),19,Kerala,Thiruvananthapuram,18100,52211,5.83,10.19,76541,136391,24.63,26.63,216083,323620,69.54,63.18,310724,512222,151
701,2007 (2004),8,Orissa,Balasore,10072,15632,22.18,27.71,15888,18567,34.98,32.91,19456,22211,42.84,39.37,45415,56411,26
701,2008 (2004),8,Orissa,Balasore,10428,16203,20.91,24.82,17213,21604,34.51,33.1,22235,27464,44.58,42.08,49876,65271,29
701,2009 (2004),8,Orissa,Balasore,11151,17598,21.56,24.38,16328,21180,31.57,29.34,24243,33414,46.87,46.28,51721,72192,32
701,2010 (2004),8,Orissa,Balasore,12502,21374,21.82,24.33,17587,24900,30.7,28.35,27205,41571,47.48,47.32,57294,87845,38
701,2011 (2004),8,Orissa,Balasore,12019,21006,20.17,22,18745,27513,31.45,28.82,28835,46942,48.38,49.17,59598,95461,41
701,2012 (2004),8,Orissa,Balasore,13572,28843,20.54,24.47,21273,33418,32.2,28.35,31228,55618,47.26,47.18,66072,117878,50
701,2013 (2004),8,Orissa,Balasore,13225,32680,18.82,24.17,22876,37239,32.55,27.54,34184,65288,48.64,48.29,70284,135208,57
702,2007 (2004),8,Orissa,Bolangir,8620,13553,27.75,34,7053,8539,22.71,21.42,15388,17765,49.54,44.57,31061,39857,26
702,2008 (2004),8,Orissa,Bolangir,8530,13243,25.61,29.6,7231,9553,21.71,21.35,17547,21947,52.68,49.05,33308,44743,29
702,2009 (2004),8,Orissa,Bolangir,8444,13220,24.17,26.62,7208,9813,20.63,19.76,19284,26623,55.2,53.62,34936,49655,31
702,2010 (2004),8,Orissa,Bolangir,7645,13051,20.49,22.3,7890,11989,21.15,20.48,21773,33493,58.36,57.22,37309,58533,36
702,2011 (2004),8,Orissa,Bolangir,7444,12775,19.04,19.86,8640,13700,22.1,21.3,23010,37852,58.86,58.84,39094,64326,39
702,2012 (2004),8,Orissa,Bolangir,8383,17683,19.66,22.59,9696,16456,22.74,21.03,24564,44122,57.6,56.38,42643,78262,46
702,2013 (2004),8,Orissa,Bolangir,8246,20240,18.21,22.52,10201,17985,22.53,20.01,26827,51645,59.25,57.47,45275,89870,52
703,2007 (2004),8,Orissa,Cuttack,9507,14850,12.18,15.87,32586,38032,41.76,40.65,35942,40687,46.06,43.48,78034,93569,37
703,2008 (2004),8,Orissa,Cuttack,10224,15927,12.03,14.71,34339,42993,40.41,39.7,40420,49388,47.56,45.6,84983,108308,43
703,2009 (2004),8,Orissa,Cuttack,11660,18427,13.33,15.53,32465,42109,37.11,35.49,43355,58130,49.56,48.99,87480,118665,46
703,2010 (2004),8,Orissa,Cuttack,11537,19725,12.19,14.06,36008,51103,38.03,36.43,47134,69467,49.78,49.51,94679,140295,54
703,2011 (2004),8,Orissa,Cuttack,11304,19634,11.56,12.87,36721,54607,37.56,35.79,49732,78321,50.87,51.34,97757,152562,58
703,2012 (2004),8,Orissa,Cuttack,13001,27705,12.23,15.17,41081,65751,38.66,36.01,52195,89125,49.11,48.81,106276,182581,69
703,2013 (2004),8,Orissa,Cuttack,12933,32140,11.22,15.11,43507,72567,37.73,34.11,58873,108033,51.05,50.78,115313,212740,79
704,2007 (2004),8,Orissa,Dhenkanal,6463,10025,23.02,28.51,8947,10616,31.87,30.19,12667,14521,45.12,41.3,28077,35161,31
704,2008 (2004),8,Orissa,Dhenkanal,6377,9808,21.16,24.73,9332,11972,30.97,30.19,14429,17878,47.88,45.08,30137,39658,34
704,2009 (2004),8,Orissa,Dhenkanal,6307,9827,20.03,22.43,9111,12085,28.93,27.59,16071,21892,51.04,49.98,31488,43804,38
704,2010 (2004),8,Orissa,Dhenkanal,5918,10099,17.32,19.33,10291,15039,30.11,28.79,17966,27096,52.57,51.87,34176,52234,44
704,2011 (2004),8,Orissa,Dhenkanal,5619,9669,15.15,16.33,12199,18539,32.9,31.31,19258,31007,51.94,52.36,37077,59215,50
704,2012 (2004),8,Orissa,Dhenkanal,6161,12936,15.14,18.01,13834,22528,34,31.36,20697,36368,50.86,50.63,40692,71832,60
704,2013 (2004),8,Orissa,Dhenkanal,5913,14402,13.71,17.65,14706,24892,34.09,30.5,22524,42308,52.21,51.85,43143,81601,67
705,2007 (2004),8,Orissa,Ganjam,14103,21309,17.77,21.92,18165,21810,22.89,22.43,47088,54114,59.34,55.65,79355,97232,29
705,2008 (2004),8,Orissa,Ganjam,13968,21158,16.43,19.11,18599,24339,21.87,21.98,52462,65232,61.7,58.91,85030,110729,32
705,2009 (2004),8,Orissa,Ganjam,14966,23232,16.66,18.46,17642,23792,19.64,18.91,57227,78794,63.7,62.63,89835,125818,36
705,2010 (2004),8,Orissa,Ganjam,14867,25355,15.12,16.63,20500,30831,20.86,20.22,62928,96260,64.02,63.14,98295,152446,44
705,2011 (2004),8,Orissa,Ganjam,14109,24543,13.97,14.86,21505,33892,21.3,20.52,65372,106750,64.73,64.62,100986,165185,47
705,2012 (2004),8,Orissa,Ganjam,15475,32313,14.26,16.52,24366,41212,22.45,21.06,68675,122129,63.29,62.42,108517,195653,55
705,2013 (2004),8,Orissa,Ganjam,14809,35718,13.07,16.29,25880,45593,22.84,20.8,72645,137893,64.1,62.91,113333,219204,61
706,2007 (2004),8,Orissa,Kalahandi,8962,13961,37.45,44.6,5099,6015,21.31,19.21,9869,11327,41.24,36.18,23930,31304,21
706,2008 (2004),8,Orissa,Kalahandi,8505,13064,34.52,39.33,5241,6651,21.27,20.02,10893,13502,44.21,40.65,24639,33217,22
706,2009 (2004),8,Orissa,Kalahandi,7912,12261,31.35,34.31,5010,6589,19.85,18.44,12314,16887,48.8,47.25,25236,35737,23
706,2010 (2004),8,Orissa,Kalahandi,7663,13068,28.84,31.61,5711,8187,21.5,19.8,13194,20088,49.66,48.59,26568,41344,27
706,2011 (2004),8,Orissa,Kalahandi,7202,12308,26.68,28.16,6047,9072,22.41,20.76,13740,22325,50.91,51.08,26989,43705,28
706,2012 (2004),8,Orissa,Kalahandi,7767,16242,26.78,30.79,6816,10995,23.5,20.84,14419,25514,49.72,48.37,29001,52751,33
706,2013 (2004),8,Orissa,Kalahandi,7367,17855,24.8,30.52,7131,11978,24.01,20.47,15202,28679,51.19,49.01,29700,58511,36
707,2007 (2004),8,Orissa,Keonjhar,8243,12808,15.3,17.88,28247,39044,52.43,54.51,17385,19780,32.27,27.61,53875,71632,42
707,2008 (2004),8,Orissa,Keonjhar,7928,12158,13.55,14.22,30731,48938,52.51,57.26,19868,24377,33.95,28.52,58526,85473,50
707,2009 (2004),8,Orissa,Keonjhar,8908,13896,14.39,15.2,30803,47623,49.76,52.11,22187,29873,35.84,32.69,61898,91392,52
707,2010 (2004),8,Orissa,Keonjhar,8634,14737,13.25,12.71,31278,63572,48.01,54.82,25239,37657,38.74,32.47,65150,115966,65
707,2011 (2004),8,Orissa,Keonjhar,8218,14098,12.4,11.37,31386,67536,47.35,54.45,26682,42392,40.25,34.18,66286,124026,69
707,2012 (2004),8,Orissa,Keonjhar,9044,19059,12.77,13.28,33027,74653,46.62,52,28767,49849,40.61,34.72,70837,143562,79
707,2013 (2004),8,Orissa,Keonjhar,8713,21350,11.57,13.31,35170,80969,46.71,50.48,31415,58094,41.72,36.22,75298,160413,87
708,2007 (2004),8,Orissa,Koraput,8249,12930,29.75,36.07,8402,10370,30.31,28.93,11074,12547,39.94,35,27724,35847,28
708,2008 (2004),8,Orissa,Koraput,8185,12683,28.3,32.35,8525,11629,29.48,29.66,12211,14899,42.22,38,28922,39210,30
708,2009 (2004),8,Orissa,Koraput,5907,9135,21.81,23.89,8276,11536,30.56,30.17,12897,17571,47.63,45.95,27080,38242,29
708,2010 (2004),8,Orissa,Koraput,7742,13221,25.2,27.25,9178,14662,29.88,30.22,13798,20628,44.92,42.52,30719,48511,36
708,2011 (2004),8,Orissa,Koraput,7356,12631,23.78,24.71,9479,16020,30.65,31.33,14092,22476,45.56,43.96,30928,51127,37
708,2012 (2004),8,Orissa,Koraput,8109,17139,24.84,28.28,10118,18300,30.99,30.2,14425,25160,44.18,41.52,32651,60599,43
708,2013 (2004),8,Orissa,Koraput,7808,19208,23.39,28.66,10481,19737,31.4,29.45,15090,28074,45.21,41.89,33379,67018,47
709,2007 (2004),8,Orissa,Mayurbhanja,12376,19290,31.37,38.13,10284,12199,26.06,24.11,16797,19100,42.57,37.76,39457,50589,21
709,2008 (2004),8,Orissa,Mayurbhanja,12599,19423,30.21,34.84,11004,14113,26.38,25.32,18104,22207,43.41,39.84,41708,55743,23
709,2009 (2004),8,Orissa,Mayurbhanja,13884,21709,32.13,35.48,10580,14036,24.48,22.94,18750,25447,43.39,41.59,43214,61192,25
709,2010 (2004),8,Orissa,Mayurbhanja,12952,22112,29.41,32.45,11086,16168,25.17,23.72,20006,29868,45.42,43.83,44044,68149,27
709,2011 (2004),8,Orissa,Mayurbhanja,12513,21464,28.26,30.24,11324,17284,25.58,24.35,20435,32239,46.16,45.42,44273,70986,28
709,2012 (2004),8,Orissa,Mayurbhanja,13988,29524,29.37,34.29,12577,20562,26.4,23.88,21069,36026,44.23,41.84,47633,86111,34
709,2013 (2004),8,Orissa,Mayurbhanja,13675,33594,27.66,34.6,13261,22515,26.83,23.19,22496,40984,45.51,42.21,49432,97092,38
710,2007 (2004),8,Orissa,Phulbani ( Kandhamal ),3296,4670,31.5,35.73,2492,3020,23.81,23.1,4677,5382,44.69,41.17,10465,13072,19
710,2008 (2004),8,Orissa,Phulbani ( Kandhamal ),2905,3992,28.17,29.82,2533,3347,24.56,25,4875,6047,47.27,45.17,10314,13386,19
710,2009 (2004),8,Orissa,Phulbani ( Kandhamal ),2662,3757,24.87,25.64,2714,3741,25.36,25.53,5326,7155,49.77,48.83,10702,14653,21
710,2010 (2004),8,Orissa,Phulbani ( Kandhamal ),2362,3977,21.93,24.28,3037,4551,28.19,27.79,5373,7850,49.88,47.93,10772,16378,23
710,2011 (2004),8,Orissa,Phulbani ( Kandhamal ),2301,3730,21.02,21.54,3242,5196,29.61,30,5407,8394,49.38,48.46,10949,17320,24
710,2012 (2004),8,Orissa,Phulbani ( Kandhamal ),2337,4452,20.65,22.58,3600,6247,31.81,31.68,5380,9018,47.54,45.74,11317,19717,27
710,2013 (2004),8,Orissa,Phulbani ( Kandhamal ),2251,4834,19.57,22.56,3688,6732,32.07,31.41,5562,9866,48.36,46.03,11501,21432,28
711,2007 (2004),8,Orissa,Puri,7414,10973,19.9,24.11,9960,11689,26.73,25.69,19883,22841,53.37,50.2,37257,45503,28
711,2008 (2004),8,Orissa,Puri,6840,10262,17.15,19.91,10447,13200,26.2,25.61,22593,28076,56.65,54.48,39879,51538,31
711,2009 (2004),8,Orissa,Puri,6967,10796,16.63,18.59,9587,12598,22.89,21.69,25335,34691,60.48,59.72,41889,58085,35
711,2010 (2004),8,Orissa,Puri,7303,12448,15.83,17.74,10519,14934,22.81,21.29,28301,42768,61.36,60.97,46123,70150,42
711,2011 (2004),8,Orissa,Puri,7122,12655,14.93,16.41,10072,15184,21.12,19.69,30493,49279,63.94,63.9,47687,77118,45
711,2012 (2004),8,Orissa,Puri,8058,16718,15.61,18.15,10948,17967,21.21,19.51,32614,57417,63.18,62.34,51620,92103,54
711,2013 (2004),8,Orissa,Puri,7892,18813,14.38,17.84,11288,19437,20.56,18.43,35718,67199,65.06,63.73,54898,105449,61
712,2007 (2004),8,Orissa,Sambalpur,6867,10664,18.07,22.98,18035,21035,47.46,45.34,13096,14699,34.47,31.68,37997,46398,47
712,2008 (2004),8,Orissa,Sambalpur,6790,10420,16.82,20.12,18994,23795,47.06,45.95,14582,17570,36.13,33.93,40365,51785,51
712,2009 (2004),8,Orissa,Sambalpur,8386,13123,19.36,22.52,18016,23317,41.6,40.02,16903,21819,39.03,37.45,43305,58260,57
712,2010 (2004),8,Orissa,Sambalpur,9005,15383,19.18,22.29,19650,27995,41.85,40.57,18293,25634,38.96,37.14,46949,69012,67
712,2011 (2004),8,Orissa,Sambalpur,8434,14507,17.65,19.96,19866,29507,41.58,40.6,19481,28670,40.77,39.44,47781,72684,70
712,2012 (2004),8,Orissa,Sambalpur,9172,19399,18.18,22.9,20507,32841,40.64,38.76,20784,32487,41.19,38.34,50463,84726,81
712,2013 (2004),8,Orissa,Sambalpur,8706,21410,16.8,23.07,20841,34807,40.22,37.5,22267,36595,42.97,39.43,51815,92811,87
713,2007 (2004),8,Orissa,Sundargarh,8021,12282,9.12,10.99,54913,71117,62.44,63.64,25007,28349,28.44,25.37,87942,111748,56
713,2008 (2004),8,Orissa,Sundargarh,8092,12265,8.45,9.21,59870,87011,62.54,65.3,27767,33964,29.01,25.49,95729,133240,66
713,2009 (2004),8,Orissa,Sundargarh,8859,13690,8.99,9.79,59293,85370,60.14,61.04,30443,40809,30.88,29.18,98595,139868,69
713,2010 (2004),8,Orissa,Sundargarh,9306,15872,8.97,9.12,61479,109853,59.24,63.1,32997,48365,31.79,27.78,103782,174090,84
713,2011 (2004),8,Orissa,Sundargarh,8877,15184,8.29,8.09,64279,119488,60.03,63.67,33917,53006,31.68,28.24,107073,187678,90
713,2012 (2004),8,Orissa,Sundargarh,9730,20389,8.46,9.41,69814,136074,60.71,62.83,35446,60111,30.83,27.76,114990,216573,102
713,2013 (2004),8,Orissa,Sundargarh,9376,22801,7.71,9.52,74027,147740,60.91,61.71,38136,68882,31.38,28.77,121538,239422,111
800,2007 (2004),13,West Bengal,24 Parganas,42412,52278,20.7,21.85,37499,43920,16.35,16.48,150951,171254,62.96,61.67,230861,267450,31
800,2008 (2004),13,West Bengal,24 Parganas,41657,56677,19.42,20.78,36509,48290,15.14,15.81,165662,202326,65.43,63.41,243827,307293,35
800,2009 (2004),13,West Bengal,24 Parganas,39844,62151,16.82,19.12,39779,52612,15.27,14.84,186385,245932,67.91,66.04,266007,360694,40
800,2010 (2004),13,West Bengal,24 Parganas,37770,66036,15.11,17.63,42773,61412,15.68,15.18,199725,287290,69.2,67.19,280267,414737,46
800,2011 (2004),13,West Bengal,24 Parganas,37909,74169,14.29,17,42609,69640,14.57,14.65,220066,342757,71.14,68.35,300583,486565,53
800,2012 (2004),13,West Bengal,24 Parganas,38372,82302,13.44,16.19,45500,79742,14.5,14.42,240219,406877,72.06,69.39,324090,568920,61
800,2013 (2004),13,West Bengal,24 Parganas,39389,96051,12.76,16.25,50780,92617,15.03,14.37,259383,474174,72.21,69.37,349551,662842,69
803,2007 (2004),13,West Bengal,Nadia,26577,33535,27.18,29.15,16577,19403,16.95,16.87,54618,62099,55.86,53.98,97772,115037,23
803,2008 (2004),13,West Bengal,Nadia,24251,33953,24.6,26.9,15964,20941,16.2,16.59,58353,71310,59.2,56.5,98568,126205,25
803,2009 (2004),13,West Bengal,Nadia,32086,52420,28.19,32.86,17955,23649,15.77,14.83,63795,83445,56.04,52.31,113836,159514,32
803,2010 (2004),13,West Bengal,Nadia,32971,61754,27.61,33.56,18659,26577,15.63,14.44,67767,95690,56.76,52,119397,184021,36
803,2011 (2004),13,West Bengal,Nadia,31114,64412,25.47,31.36,18893,30483,15.47,14.84,72149,110523,59.06,53.8,122156,205418,40
803,2012 (2004),13,West Bengal,Nadia,30250,67261,23.63,29.28,19852,34187,15.51,14.88,77925,128306,60.87,55.84,128026,229754,44
803,2013 (2004),13,West Bengal,Nadia,29781,70754,22.09,27.74,21907,39161,16.25,15.35,83152,145145,61.67,56.91,134840,255061,48
804,2007 (2004),13,West Bengal,Murshidabad,44654,56718,41.74,44.28,17780,20808,16.62,16.25,44541,50555,41.64,39.47,106975,128082,20
804,2008 (2004),13,West Bengal,Murshidabad,42402,59897,39.03,42.12,17281,22519,15.91,15.84,48962,59786,45.07,42.04,108645,142202,21
804,2009 (2004),13,West Bengal,Murshidabad,50157,82542,39.9,45.56,19864,26154,15.8,14.44,55674,72461,44.29,40,125695,181157,27
804,2010 (2004),13,West Bengal,Murshidabad,45685,86228,35.62,42.55,21226,30298,16.55,14.95,61331,86142,47.82,42.5,128242,202668,29
804,2011 (2004),13,West Bengal,Murshidabad,45109,93772,33.46,40.15,22448,36784,16.65,15.75,67270,102982,49.89,44.1,134827,233539,33
804,2012 (2004),13,West Bengal,Murshidabad,45959,102460,31.91,38.34,24275,42766,16.85,16,73811,122026,51.24,45.66,144045,267252,37
804,2013 (2004),13,West Bengal,Murshidabad,47371,111628,30.54,37.03,26811,48458,17.28,16.07,80955,141367,52.18,46.9,155136,301452,41
805,2007 (2004),13,West Bengal,Burdwan,55762,71150,22.78,24.94,68741,78402,28.08,27.48,120263,135747,49.13,47.58,244766,285299,39
805,2008 (2004),13,West Bengal,Burdwan,52927,75215,21.22,23.75,68071,85389,27.29,26.96,128425,156114,51.49,49.29,249422,316718,42
805,2009 (2004),13,West Bengal,Burdwan,51752,85557,19.55,23.8,73008,92391,27.58,25.7,139962,181543,52.87,50.5,264721,359491,48
805,2010 (2004),13,West Bengal,Burdwan,51547,98059,18.69,24.23,75145,97111,27.25,23.99,149107,209550,54.06,51.78,275799,404721,53
805,2011 (2004),13,West Bengal,Burdwan,51483,107859,17.96,21.74,76128,145236,26.56,29.28,159056,242962,55.48,48.98,286666,496058,64
805,2012 (2004),13,West Bengal,Burdwan,53192,119218,17.49,21.28,81038,161528,26.64,28.83,169936,279609,55.87,49.9,304166,560355,72
805,2013 (2004),13,West Bengal,Burdwan,55578,130565,17.12,20.91,88081,178537,27.13,28.6,181017,315259,55.75,50.49,324677,624361,79
806,2007 (2004),13,West Bengal,Birbhum,28001,35755,41.49,44.17,11386,13320,16.87,16.45,28104,31879,41.64,39.38,67491,80954,25
806,2008 (2004),13,West Bengal,Birbhum,26890,38250,39.6,42.85,11119,14534,16.38,16.28,29889,36479,44.02,40.87,67898,89263,27
806,2009 (2004),13,West Bengal,Birbhum,32220,53419,41.24,47.09,12756,16837,16.33,14.84,33144,43187,42.43,38.07,78120,113444,33
806,2010 (2004),13,West Bengal,Birbhum,33689,64381,40.65,48.01,13848,19857,16.71,14.81,35342,49859,42.64,37.18,82878,134096,39
806,2011 (2004),13,West Bengal,Birbhum,33418,70198,38.93,46.04,14416,24086,16.8,15.8,37997,58179,44.27,38.16,85831,152463,44
806,2012 (2004),13,West Bengal,Birbhum,34344,77093,38.15,45.06,14917,26743,16.57,15.63,40766,67261,45.28,39.31,90026,171097,48
806,2013 (2004),13,West Bengal,Birbhum,35689,83637,37.19,43.87,16731,30916,17.44,16.22,43540,76107,45.37,39.92,95960,190660,53
807,2007 (2004),13,West Bengal,Bankura,34696,44200,42.33,44.8,11194,13055,13.66,13.23,36066,41409,44.01,41.97,81956,98663,29
807,2008 (2004),13,West Bengal,Bankura,35366,50244,41.25,44.37,10999,14260,12.83,12.59,39366,48722,45.92,43.03,85730,113226,33
807,2009 (2004),13,West Bengal,Bankura,41644,68919,42.53,47.92,12408,16200,12.67,11.26,43856,58703,44.79,40.82,97908,143822,41
807,2010 (2004),13,West Bengal,Bankura,43194,82255,41.08,47.8,13223,18544,12.58,10.78,48734,71296,46.35,41.43,105151,172095,48
807,2011 (2004),13,West Bengal,Bankura,44255,93186,39.56,46.33,12970,21135,11.59,10.51,54637,86824,48.84,43.16,111862,201145,56
807,2012 (2004),13,West Bengal,Bankura,46939,105597,38.43,44.84,13601,23608,11.14,10.02,61597,106290,50.43,45.13,122136,235495,65
807,2013 (2004),13,West Bengal,Bankura,50359,118402,38.54,44.24,14675,26273,11.23,9.82,65645,122962,50.23,45.94,130678,267637,73
810,2007 (2004),13,West Bengal,Hooghly,43993,55954,27.92,30.12,26842,31387,17.04,16.9,86724,98408,55.04,52.98,157559,185749,35
